region_name,year,month,LST_Day,NDVI,FPAR,EVI,LAI,LST_Night
Volynska,2012,6,296.5704056671611,0.5797206799386292,0.2675631604998484,0.4089842349569101,0.09668013665582727,288.6246724286233
Zakarpatska,2012,6,297.15108649893523,0.545707771051611,0.25095037801175696,0.3805798194183188,0.08198341954386305,289.961090997312
Zaporizka,2012,6,310.81637148073577,0.4264712799136705,0.1795762947898948,0.2601934981042946,0.0445809554247691,290.94715485938195
Zhytomyrska,2012,6,298.8952675334713,0.5727919035732235,0.2640620739062637,0.39598002556530415,0.09431097765822263,288.242463575328
Avtonomna_Respublika_Krym,2012,8,309.31163433678097,0.24144449400945886,0.09155791886901395,0.1411259176688352,0.018015252488789255,288.1958959013876
Cherkaska,2012,8,267.83282638409213,0.4220299205528452,0.18014573284686508,0.24458605155047028,0.04656669095362438,286.8171046421449
Chernihivska,2012,8,291.6960282480876,0.4902233939189322,0.213488076941512,0.30551390655376587,0.059440365832402274,274.9705515946395
Chernivetska,2012,8,289.22178584448477,0.4406459169156302,0.19634913775963964,0.2677060341857825,0.05256117609834406,287.74974394600434
Dnipropetrovska,2012,8,298.302261731383,0.3655500003427892,0.11810388492464194,0.18531148163272182,0.020629939699552055,288.43736817913543
Donetska,2012,8,306.4049580011691,0.3543954654115066,0.12339854061581831,0.17771264901777747,0.022944830926103926,287.4463345907201
Ivano_Frankivska,2012,8,299.4466484232328,0.508136467801676,0.22417109442229533,0.32005449521579066,0.0612893569023556,286.86749978710486
Kharkivska,2012,8,299.5513552833107,0.3789002237654182,0.13082827948804843,0.18306262594762432,0.025560471913639474,286.6912989732074
Khersonska,2012,8,305.6589804987185,0.29566127596728387,0.10914428443368515,0.1712612866269297,0.0213785327413857,288.6098832707738
Khmelnytska,2012,8,271.9475390782299,0.4986034804744617,0.21195707164880187,0.31502661722934716,0.06034020620382794,283.9225119219897
Kirovohradska,2012,8,265.9513439226534,0.3653647515360378,0.134004738825887,0.18535052135905458,0.02856659476256763,288.37758485971494
Luhanska,2012,8,306.1489234021654,0.3340521065370924,0.12210467525130785,0.1609873431578861,0.02333970038627199,285.70296467654936
Lvivska,2012,8,297.2393903791335,0.510055969662368,0.21951690589255848,0.32112262503592304,0.05852166117391142,284.16731625389076
Mykolaivska,2012,8,290.9391220428974,0.31453292931580906,0.10811438119933543,0.1591249937759371,0.0205791775359837,289.3932724276897
Odeska,2012,8,302.6789642221347,0.27171459616739535,0.09771309409811316,0.14040872907984728,0.018688572550280048,289.566948041557
Poltavska,2012,8,265.8192556466392,0.40272424610298324,0.15546023339370357,0.21619459290574988,0.03546448592187693,287.32081625644673
Rivnenska,2012,8,284.74970582598877,0.5199511647045598,0.22297218782924091,0.34379207211654655,0.06311761047042339,277.07329062444404
Sumska,2012,8,290.20922402392785,0.4431338148872482,0.18234323109432143,0.24879243183286218,0.04538645476530676,284.88988501579666
Ternopilska,2012,8,289.9387791600285,0.471792853459418,0.1973678731295328,0.29218453645514236,0.05248995016132248,284.67281645895235
Vinnytska,2012,8,281.9465568224751,0.41269232757537516,0.1794868416646307,0.2420636556147503,0.04511477514438198,285.0473590204572
Volynska,2012,8,292.7959276733331,0.4942630622989746,0.21582515761844834,0.3169365695531534,0.05552225056127424,284.4570730198114
Zakarpatska,2012,8,305.72083099543204,0.4129520678171016,0.18740017712351822,0.24296878121905333,0.04243709606184223,288.4198055494089
Zaporizka,2012,8,309.1924847270174,0.2926737791072251,0.09980977736780408,0.15556807635680037,0.01773178845724471,288.2750026750253
Zhytomyrska,2012,8,287.05222362420363,0.5096432458362357,0.2147254170819196,0.30931113802779603,0.058083002923367356,262.51927674392346
